"txId", "isin", "quantity", "customerId"
"ID02220","ISIN1123","2191","CUS1037"
"ID02221","ISIN1071","1111","CUS1049"
"ID02222","ISIN1039","7055","CUS1170"
"ID02223","ISIN1143","8517","CUS1433"
"ID02224","ISIN1051","7985","CUS1284"
"ID02225","ISIN1142","6358","CUS1421"
"ID02226","ISIN1111","6425","CUS1415"
"ID02227","ISIN1076","4638","CUS1304"
"ID02228","ISIN1139","6587","CUS1134"
"ID02229","ISIN1021","5480","CUS1175"
"ID02230","ISIN1062","6202","CUS1056"
"ID02231","ISIN1039","1121","CUS1095"
"ID02232","ISIN1149","9959","CUS1203"
"ID02233","ISIN1087","7125","CUS1284"
"ID02234","ISIN1099","5250","CUS1181"
"ID02235","ISIN1084","1230","CUS1152"
"ID02236","ISIN1057","1037","CUS1406"
"ID02237","ISIN1079","6718","CUS1298"
"ID02238","ISIN1034","9594","CUS1343"
"ID02239","ISIN1135","1856","CUS1301"
"ID02240","ISIN1054","6397","CUS1343"
"ID02241","ISIN1020","3844","CUS1091"
"ID02242","ISIN1092","3295","CUS1048"
"ID02243","ISIN1085","2954","CUS1414"
"ID02244","ISIN1059","8334","CUS1093"
"ID02245","ISIN1085","8710","CUS1469"
"ID02246","ISIN1088","2003","CUS1037"
"ID02247","ISIN1029","6406","CUS1042"
"ID02248","ISIN1088","4544","CUS1332"
"ID02249","ISIN1029","4031","CUS1209"
"ID02250","ISIN1054","5800","CUS1488"
"ID02251","ISIN1107","9225","CUS1148"
"ID02252","ISIN1140","4791","CUS1241"
"ID02253","ISIN1091","3953","CUS1300"
"ID02254","ISIN1113","6928","CUS1100"
"ID02255","ISIN1148","8635","CUS1224"
"ID02256","ISIN1035","7807","CUS1373"
"ID02257","ISIN1067","5781","CUS1069"
"ID02258","ISIN1143","9942","CUS1262"
"ID02259","ISIN1031","9504","CUS1395"
"ID02260","ISIN1003","2082","CUS1053"
"ID02261","ISIN1106","5269","CUS1221"
"ID02262","ISIN1130","6967","CUS1135"
"ID02263","ISIN1111","2859","CUS1443"
"ID02264","ISIN1091","6264","CUS1457"
"ID02265","ISIN1138","1054","CUS1282"
"ID02266","ISIN1072","9934","CUS1148"
"ID02267","ISIN1077","2879","CUS1097"
"ID02268","ISIN1044","9446","CUS1198"
"ID02269","ISIN1006","2484","CUS1376"
"ID02270","ISIN1132","7927","CUS1311"
"ID02271","ISIN1076","2689","CUS1349"
"ID02272","ISIN1093","9888","CUS1254"
"ID02273","ISIN1061","9613","CUS1365"
"ID02274","ISIN1080","9212","CUS1265"
"ID02275","ISIN1113","9643","CUS1084"
"ID02276","ISIN1051","3502","CUS1034"
"ID02277","ISIN1126","6495","CUS1353"
"ID02278","ISIN1131","9939","CUS1297"
"ID02279","ISIN1090","5371","CUS1310"
"ID02280","ISIN1061","9821","CUS1216"
"ID02281","ISIN1114","1114","CUS1304"
"ID02282","ISIN1003","2120","CUS1326"
"ID02283","ISIN1065","4953","CUS1378"
"ID02284","ISIN1133","8164","CUS1378"
"ID02285","ISIN1044","3335","CUS1050"
"ID02286","ISIN1080","2138","CUS1075"
"ID02287","ISIN1019","3840","CUS1209"
"ID02288","ISIN1062","7341","CUS1038"
"ID02289","ISIN1078","6133","CUS1327"
"ID02290","ISIN1100","6784","CUS1261"
"ID02291","ISIN1097","3895","CUS1219"
"ID02292","ISIN1147","2349","CUS1500"
"ID02293","ISIN1071","3145","CUS1098"
"ID02294","ISIN1026","9703","CUS1141"
"ID02295","ISIN1122","6933","CUS1340"
"ID02296","ISIN1063","9345","CUS1301"
"ID02297","ISIN1141","8103","CUS1366"
"ID02298","ISIN1058","8062","CUS1283"
"ID02299","ISIN1056","7509","CUS1348"
"ID02300","ISIN1072","5515","CUS1240"
"ID02301","ISIN1012","2169","CUS1399"
"ID02302","ISIN1107","8271","CUS1226"
"ID02303","ISIN1093","3447","CUS1472"
"ID02304","ISIN1001","8460","CUS1162"
"ID02305","ISIN1095","2466","CUS1338"
"ID02306","ISIN1039","4770","CUS1079"
"ID02307","ISIN1075","7630","CUS1165"
"ID02308","ISIN1100","9201","CUS1186"
"ID02309","ISIN1075","2170","CUS1454"
"ID02310","ISIN1039","9067","CUS1289"
"ID02311","ISIN1035","6020","CUS1306"
"ID02312","ISIN1036","4157","CUS1175"
"ID02313","ISIN1035","8525","CUS1473"
"ID02314","ISIN1134","6583","CUS1456"
"ID02315","ISIN1105","7594","CUS1062"
"ID02316","ISIN1115","1093","CUS1029"
"ID02317","ISIN1115","8912","CUS1284"
"ID02318","ISIN1079","8243","CUS1178"
"ID02319","ISIN1064","6997","CUS1156"
"ID02320","ISIN1089","6447","CUS1370"
"ID02321","ISIN1118","1759","CUS1063"
"ID02322","ISIN1035","8272","CUS1373"
"ID02323","ISIN1056","9140","CUS1313"
"ID02324","ISIN1097","6327","CUS1319"
"ID02325","ISIN1016","5568","CUS1379"
"ID02326","ISIN1001","9255","CUS1434"
"ID02327","ISIN1096","4763","CUS1295"
"ID02328","ISIN1075","2027","CUS1387"
"ID02329","ISIN1116","6628","CUS1115"
"ID02330","ISIN1055","7221","CUS1446"
"ID02331","ISIN1025","8093","CUS1031"
"ID02332","ISIN1006","1006","CUS1467"
"ID02333","ISIN1051","7226","CUS1208"
"ID02334","ISIN1094","5299","CUS1405"
"ID02335","ISIN1095","9226","CUS1079"
"ID02336","ISIN1147","8991","CUS1095"
"ID02337","ISIN1017","7108","CUS1026"
"ID02338","ISIN1096","6368","CUS1099"
"ID02339","ISIN1124","7633","CUS1379"
"ID02340","ISIN1003","5183","CUS1472"
"ID02341","ISIN1033","7849","CUS1499"
"ID02342","ISIN1067","9118","CUS1396"
"ID02343","ISIN1127","9397","CUS1038"
"ID02344","ISIN1015","6435","CUS1204"
"ID02345","ISIN1063","9492","CUS1024"
"ID02346","ISIN1033","9998","CUS1192"
"ID02347","ISIN1059","6239","CUS1250"
"ID02348","ISIN1089","7755","CUS1467"
"ID02349","ISIN1087","2337","CUS1050"
"ID02350","ISIN1078","3695","CUS1260"
"ID02351","ISIN1112","5279","CUS1268"
"ID02352","ISIN1082","4593","CUS1047"
"ID02353","ISIN1043","9195","CUS1235"
"ID02354","ISIN1005","4052","CUS1063"
"ID02355","ISIN1012","9632","CUS1365"
"ID02356","ISIN1088","8040","CUS1318"
"ID02357","ISIN1117","7595","CUS1055"
"ID02358","ISIN1002","4665","CUS1414"
"ID02359","ISIN1081","1501","CUS1095"
"ID02360","ISIN1032","1337","CUS1331"
"ID02361","ISIN1090","2597","CUS1368"
"ID02362","ISIN1077","4884","CUS1061"
"ID02363","ISIN1031","1278","CUS1274"
"ID02364","ISIN1046","1982","CUS1112"
"ID02365","ISIN1130","8701","CUS1428"
"ID02366","ISIN1034","4444","CUS1426"
"ID02367","ISIN1123","6405","CUS1087"
"ID02368","ISIN1115","5151","CUS1241"
"ID02369","ISIN1145","7162","CUS1134"
"ID02370","ISIN1101","1604","CUS1250"
"ID02371","ISIN1008","6293","CUS1426"
"ID02372","ISIN1082","4236","CUS1026"
"ID02373","ISIN1070","1615","CUS1368"
"ID02374","ISIN1003","2407","CUS1424"
"ID02375","ISIN1017","1526","CUS1123"
"ID02376","ISIN1095","9942","CUS1460"
"ID02377","ISIN1124","1367","CUS1138"
"ID02378","ISIN1080","6464","CUS1116"
"ID02379","ISIN1092","7805","CUS1070"
"ID02380","ISIN1141","1605","CUS1156"
"ID02381","ISIN1029","9018","CUS1430"
"ID02382","ISIN1135","3633","CUS1208"
"ID02383","ISIN1065","1683","CUS1350"
"ID02384","ISIN1108","7289","CUS1249"
"ID02385","ISIN1125","4193","CUS1113"
"ID02386","ISIN1123","6913","CUS1211"
"ID02387","ISIN1074","8120","CUS1395"
"ID02388","ISIN1110","5562","CUS1050"
"ID02389","ISIN1048","2197","CUS1036"
"ID02390","ISIN1106","6018","CUS1071"
"ID02391","ISIN1024","4099","CUS1499"
"ID02392","ISIN1141","6980","CUS1393"
"ID02393","ISIN1082","3180","CUS1477"
"ID02394","ISIN1057","2280","CUS1306"
"ID02395","ISIN1082","7245","CUS1405"
"ID02396","ISIN1086","4829","CUS1283"
"ID02397","ISIN1116","6104","CUS1489"
"ID02398","ISIN1105","6806","CUS1456"
"ID02399","ISIN1006","5288","CUS1133"
"ID02400","ISIN1038","2952","CUS1397"
"ID02401","ISIN1091","9330","CUS1338"
"ID02402","ISIN1145","4224","CUS1245"
"ID02403","ISIN1130","6602","CUS1218"
"ID02404","ISIN1107","8269","CUS1051"
"ID02405","ISIN1118","9964","CUS1153"
"ID02406","ISIN1064","7813","CUS1212"
"ID02407","ISIN1003","5619","CUS1036"
"ID02408","ISIN1143","3986","CUS1004"
"ID02409","ISIN1115","6348","CUS1188"
"ID02410","ISIN1011","8376","CUS1327"
"ID02411","ISIN1042","4009","CUS1010"
"ID02412","ISIN1122","1529","CUS1391"
"ID02413","ISIN1128","1098","CUS1117"
"ID02414","ISIN1101","9910","CUS1331"
"ID02415","ISIN1022","4789","CUS1083"
"ID02416","ISIN1024","7752","CUS1167"
"ID02417","ISIN1096","5001","CUS1136"
"ID02418","ISIN1030","9850","CUS1134"
"ID02419","ISIN1079","2251","CUS1048"
"ID02420","ISIN1053","3214","CUS1229"
"ID02421","ISIN1098","9815","CUS1263"
"ID02422","ISIN1075","7539","CUS1152"
"ID02423","ISIN1143","2634","CUS1045"
"ID02424","ISIN1006","6081","CUS1277"
"ID02425","ISIN1141","1584","CUS1195"
"ID02426","ISIN1091","2528","CUS1415"
"ID02427","ISIN1102","1805","CUS1290"
"ID02428","ISIN1016","3526","CUS1144"
"ID02429","ISIN1029","1527","CUS1280"
"ID02430","ISIN1142","5313","CUS1197"
"ID02431","ISIN1122","3984","CUS1422"
"ID02432","ISIN1145","3553","CUS1059"
"ID02433","ISIN1079","1785","CUS1207"
"ID02434","ISIN1057","3302","CUS1172"
"ID02435","ISIN1079","4561","CUS1242"
"ID02436","ISIN1054","2632","CUS1281"
"ID02437","ISIN1059","3479","CUS1331"
"ID02438","ISIN1021","8993","CUS1364"
"ID02439","ISIN1057","1510","CUS1493"
"ID02440","ISIN1110","6757","CUS1169"
"ID02441","ISIN1101","3428","CUS1184"
"ID02442","ISIN1086","9672","CUS1306"
"ID02443","ISIN1147","3602","CUS1303"
"ID02444","ISIN1121","8229","CUS1040"
"ID02445","ISIN1102","9712","CUS1138"
"ID02446","ISIN1115","8382","CUS1370"
"ID02447","ISIN1003","2768","CUS1440"
"ID02448","ISIN1104","6837","CUS1153"
"ID02449","ISIN1035","4885","CUS1389"
"ID02450","ISIN1078","8381","CUS1245"
"ID02451","ISIN1105","8365","CUS1022"
"ID02452","ISIN1032","7029","CUS1263"
"ID02453","ISIN1069","2159","CUS1453"
"ID02454","ISIN1010","7938","CUS1455"
"ID02455","ISIN1118","7878","CUS1498"
"ID02456","ISIN1016","7173","CUS1062"
"ID02457","ISIN1105","9149","CUS1186"
"ID02458","ISIN1112","2012","CUS1121"
"ID02459","ISIN1080","3764","CUS1283"
"ID02460","ISIN1061","8162","CUS1245"
"ID02461","ISIN1086","5019","CUS1423"
"ID02462","ISIN1002","1131","CUS1469"
"ID02463","ISIN1068","8543","CUS1199"
"ID02464","ISIN1050","6301","CUS1128"
"ID02465","ISIN1046","4832","CUS1243"
"ID02466","ISIN1147","4692","CUS1210"
"ID02467","ISIN1068","5106","CUS1043"
"ID02468","ISIN1009","6712","CUS1086"
"ID02469","ISIN1139","1768","CUS1075"
"ID02470","ISIN1027","2858","CUS1102"
"ID02471","ISIN1096","9367","CUS1442"
"ID02472","ISIN1086","1440","CUS1041"
"ID02473","ISIN1098","6620","CUS1350"
"ID02474","ISIN1031","5338","CUS1425"
"ID02475","ISIN1005","3842","CUS1442"
"ID02476","ISIN1068","5871","CUS1442"
"ID02477","ISIN1002","5473","CUS1184"
"ID02478","ISIN1075","4440","CUS1141"
"ID02479","ISIN1149","2648","CUS1211"
"ID02480","ISIN1040","8214","CUS1491"
"ID02481","ISIN1085","5910","CUS1204"
"ID02482","ISIN1129","7115","CUS1326"
"ID02483","ISIN1116","6529","CUS1115"
"ID02484","ISIN1008","4448","CUS1416"
"ID02485","ISIN1014","8277","CUS1468"
"ID02486","ISIN1140","6009","CUS1247"
"ID02487","ISIN1143","1124","CUS1403"
"ID02488","ISIN1060","4431","CUS1252"
"ID02489","ISIN1014","8675","CUS1156"
"ID02490","ISIN1063","2011","CUS1211"
"ID02491","ISIN1102","2520","CUS1303"
"ID02492","ISIN1103","2705","CUS1456"
"ID02493","ISIN1011","6201","CUS1169"
"ID02494","ISIN1107","4324","CUS1398"
"ID02495","ISIN1100","1344","CUS1341"
"ID02496","ISIN1043","5037","CUS1246"
"ID02497","ISIN1132","6801","CUS1041"
"ID02498","ISIN1027","2710","CUS1475"
"ID02499","ISIN1146","4264","CUS1338"
"ID02500","ISIN1096","9750","CUS1199"
"ID02501","ISIN1073","9645","CUS1188"
"ID02502","ISIN1116","5298","CUS1252"
"ID02503","ISIN1143","4628","CUS1201"
"ID02504","ISIN1090","9576","CUS1085"
"ID02505","ISIN1053","1416","CUS1317"
"ID02506","ISIN1131","4165","CUS1058"
"ID02507","ISIN1128","9231","CUS1325"
"ID02508","ISIN1128","1979","CUS1393"
"ID02509","ISIN1008","6229","CUS1074"
"ID02510","ISIN1058","6794","CUS1298"
"ID02511","ISIN1064","8819","CUS1168"
"ID02512","ISIN1105","6784","CUS1290"
"ID02513","ISIN1063","9961","CUS1391"
"ID02514","ISIN1050","1563","CUS1440"
"ID02515","ISIN1096","4838","CUS1394"
"ID02516","ISIN1037","9287","CUS1098"
"ID02517","ISIN1113","6857","CUS1311"
"ID02518","ISIN1039","7476","CUS1314"
"ID02519","ISIN1045","3263","CUS1284"
"ID02520","ISIN1089","7166","CUS1451"
"ID02521","ISIN1097","9023","CUS1117"
"ID02522","ISIN1098","4576","CUS1213"
"ID02523","ISIN1114","4921","CUS1046"
"ID02524","ISIN1099","4020","CUS1039"
"ID02525","ISIN1055","2136","CUS1429"
"ID02526","ISIN1076","9759","CUS1258"
"ID02527","ISIN1036","1731","CUS1081"
"ID02528","ISIN1148","4646","CUS1247"
"ID02529","ISIN1004","1203","CUS1089"
"ID02530","ISIN1031","8079","CUS1479"
"ID02531","ISIN1052","9581","CUS1246"
"ID02532","ISIN1149","7932","CUS1058"
"ID02533","ISIN1144","9558","CUS1150"
"ID02534","ISIN1045","5146","CUS1349"
"ID02535","ISIN1071","6211","CUS1204"
"ID02536","ISIN1040","4672","CUS1373"
"ID02537","ISIN1147","9505","CUS1447"
"ID02538","ISIN1094","7746","CUS1339"
"ID02539","ISIN1078","7488","CUS1025"
"ID02540","ISIN1083","6579","CUS1291"
"ID02541","ISIN1101","7044","CUS1347"
"ID02542","ISIN1021","4509","CUS1216"
"ID02543","ISIN1005","3796","CUS1340"
"ID02544","ISIN1078","6362","CUS1012"
"ID02545","ISIN1003","3023","CUS1089"
"ID02546","ISIN1102","7206","CUS1451"
"ID02547","ISIN1077","6954","CUS1499"
"ID02548","ISIN1112","9932","CUS1273"
"ID02549","ISIN1131","9783","CUS1241"
"ID02550","ISIN1147","7088","CUS1124"
"ID02551","ISIN1103","2098","CUS1452"
"ID02552","ISIN1110","8553","CUS1169"
"ID02553","ISIN1050","2948","CUS1267"
"ID02554","ISIN1075","1656","CUS1204"
"ID02555","ISIN1037","3365","CUS1309"
"ID02556","ISIN1077","6139","CUS1341"
"ID02557","ISIN1085","9457","CUS1418"
"ID02558","ISIN1101","2265","CUS1409"
"ID02559","ISIN1007","2895","CUS1352"
"ID02560","ISIN1131","3853","CUS1253"
"ID02561","ISIN1022","8131","CUS1174"
"ID02562","ISIN1111","6115","CUS1230"
"ID02563","ISIN1009","8781","CUS1157"
"ID02564","ISIN1027","7713","CUS1287"
"ID02565","ISIN1079","1280","CUS1311"
"ID02566","ISIN1083","1403","CUS1370"
"ID02567","ISIN1142","4953","CUS1374"
"ID02568","ISIN1077","8072","CUS1459"
"ID02569","ISIN1098","2729","CUS1275"
"ID02570","ISIN1071","9732","CUS1026"
"ID02571","ISIN1094","1781","CUS1179"
"ID02572","ISIN1104","4588","CUS1387"
"ID02573","ISIN1081","2454","CUS1466"
"ID02574","ISIN1142","9287","CUS1009"
"ID02575","ISIN1142","3233","CUS1428"
"ID02576","ISIN1023","3599","CUS1111"
"ID02577","ISIN1143","4710","CUS1246"
"ID02578","ISIN1000","9809","CUS1184"
"ID02579","ISIN1042","8894","CUS1062"
"ID02580","ISIN1043","9805","CUS1497"
"ID02581","ISIN1124","3946","CUS1019"
"ID02582","ISIN1011","8968","CUS1126"
"ID02583","ISIN1100","7926","CUS1445"
"ID02584","ISIN1069","1624","CUS1250"
"ID02585","ISIN1011","8191","CUS1500"
"ID02586","ISIN1134","2479","CUS1251"
"ID02587","ISIN1059","9163","CUS1444"
"ID02588","ISIN1024","7778","CUS1108"
"ID02589","ISIN1073","6726","CUS1436"
"ID02590","ISIN1103","9051","CUS1378"
"ID02591","ISIN1047","1015","CUS1254"
"ID02592","ISIN1145","7278","CUS1370"
"ID02593","ISIN1041","7907","CUS1427"
"ID02594","ISIN1127","7175","CUS1440"
"ID02595","ISIN1053","3686","CUS1212"
"ID02596","ISIN1111","4403","CUS1290"
"ID02597","ISIN1070","7838","CUS1185"
"ID02598","ISIN1020","6713","CUS1087"
"ID02599","ISIN1067","2313","CUS1130"
"ID02600","ISIN1009","7059","CUS1361"
"ID02601","ISIN1150","8307","CUS1089"
"ID02602","ISIN1048","6333","CUS1003"
"ID02603","ISIN1055","9211","CUS1000"
"ID02604","ISIN1055","2461","CUS1160"
"ID02605","ISIN1072","1956","CUS1163"
"ID02606","ISIN1145","1001","CUS1169"
"ID02607","ISIN1009","5179","CUS1333"
"ID02608","ISIN1051","1155","CUS1307"
"ID02609","ISIN1038","3033","CUS1220"
"ID02610","ISIN1133","7987","CUS1203"
"ID02611","ISIN1029","7078","CUS1261"
"ID02612","ISIN1123","7061","CUS1079"
"ID02613","ISIN1125","3302","CUS1276"
"ID02614","ISIN1032","4208","CUS1166"
"ID02615","ISIN1059","3355","CUS1095"
"ID02616","ISIN1074","6509","CUS1418"
"ID02617","ISIN1058","2809","CUS1040"
"ID02618","ISIN1114","9178","CUS1461"
"ID02619","ISIN1063","7132","CUS1442"
"ID02620","ISIN1118","6106","CUS1434"
"ID02621","ISIN1017","5061","CUS1262"
"ID02622","ISIN1129","1354","CUS1057"
"ID02623","ISIN1010","8640","CUS1151"
"ID02624","ISIN1056","3729","CUS1027"
"ID02625","ISIN1049","2992","CUS1490"
"ID02626","ISIN1024","9339","CUS1373"
"ID02627","ISIN1144","1386","CUS1415"
"ID02628","ISIN1030","7999","CUS1478"
"ID02629","ISIN1033","2691","CUS1393"
"ID02630","ISIN1031","8079","CUS1058"
"ID02631","ISIN1079","6321","CUS1012"
"ID02632","ISIN1006","1224","CUS1182"
"ID02633","ISIN1137","9291","CUS1118"
"ID02634","ISIN1032","9075","CUS1403"
"ID02635","ISIN1133","7532","CUS1432"
"ID02636","ISIN1038","5087","CUS1333"
"ID02637","ISIN1011","2758","CUS1398"
"ID02638","ISIN1021","1482","CUS1322"
"ID02639","ISIN1113","4591","CUS1314"
"ID02640","ISIN1117","5128","CUS1481"
"ID02641","ISIN1127","8435","CUS1007"
"ID02642","ISIN1094","4022","CUS1211"
"ID02643","ISIN1114","8616","CUS1489"
"ID02644","ISIN1030","3554","CUS1369"
"ID02645","ISIN1015","4177","CUS1006"
"ID02646","ISIN1081","4718","CUS1034"
"ID02647","ISIN1127","3382","CUS1213"
"ID02648","ISIN1050","9912","CUS1461"
"ID02649","ISIN1051","6779","CUS1207"
"ID02650","ISIN1060","3670","CUS1176"
"ID02651","ISIN1002","2462","CUS1134"
"ID02652","ISIN1080","1763","CUS1323"
"ID02653","ISIN1050","4005","CUS1182"
"ID02654","ISIN1037","5356","CUS1035"
"ID02655","ISIN1142","7324","CUS1397"
"ID02656","ISIN1016","9760","CUS1441"
"ID02657","ISIN1094","1129","CUS1304"
"ID02658","ISIN1047","8353","CUS1306"
"ID02659","ISIN1025","7650","CUS1370"
"ID02660","ISIN1147","8259","CUS1116"
"ID02661","ISIN1097","1169","CUS1207"
"ID02662","ISIN1063","1838","CUS1224"
"ID02663","ISIN1066","2770","CUS1433"
"ID02664","ISIN1126","6075","CUS1345"
"ID02665","ISIN1105","9284","CUS1361"
"ID02666","ISIN1128","5799","CUS1351"
"ID02667","ISIN1126","1138","CUS1403"
"ID02668","ISIN1073","3927","CUS1492"
"ID02669","ISIN1077","9769","CUS1446"
"ID02670","ISIN1027","6553","CUS1126"
"ID02671","ISIN1097","1094","CUS1275"
"ID02672","ISIN1003","6723","CUS1195"
"ID02673","ISIN1020","2060","CUS1096"
"ID02674","ISIN1126","5926","CUS1083"
"ID02675","ISIN1131","7855","CUS1148"
"ID02676","ISIN1021","7036","CUS1168"
"ID02677","ISIN1042","5825","CUS1187"
"ID02678","ISIN1114","7319","CUS1132"
"ID02679","ISIN1034","9714","CUS1405"
"ID02680","ISIN1038","5859","CUS1029"
"ID02681","ISIN1117","3820","CUS1289"
"ID02682","ISIN1012","8784","CUS1279"
"ID02683","ISIN1004","6811","CUS1022"
"ID02684","ISIN1083","6133","CUS1386"
"ID02685","ISIN1137","3647","CUS1140"
"ID02686","ISIN1116","8338","CUS1040"
"ID02687","ISIN1018","1516","CUS1170"
"ID02688","ISIN1013","7461","CUS1184"
"ID02689","ISIN1096","9749","CUS1023"
"ID02690","ISIN1089","9825","CUS1123"
"ID02691","ISIN1014","4595","CUS1141"
"ID02692","ISIN1055","5038","CUS1302"
"ID02693","ISIN1087","1155","CUS1244"
"ID02694","ISIN1021","3885","CUS1145"
"ID02695","ISIN1114","9672","CUS1050"
"ID02696","ISIN1024","4901","CUS1460"
"ID02697","ISIN1053","9401","CUS1028"
"ID02698","ISIN1042","4915","CUS1344"
"ID02699","ISIN1038","8293","CUS1224"
"ID02700","ISIN1121","3410","CUS1351"
"ID02701","ISIN1103","3844","CUS1111"
"ID02702","ISIN1125","1306","CUS1277"
"ID02703","ISIN1120","8995","CUS1167"
"ID02704","ISIN1102","2181","CUS1344"
"ID02705","ISIN1139","3288","CUS1447"
"ID02706","ISIN1035","4758","CUS1018"
"ID02707","ISIN1035","1163","CUS1086"
"ID02708","ISIN1057","8611","CUS1267"
"ID02709","ISIN1015","6237","CUS1020"
"ID02710","ISIN1075","5093","CUS1270"
"ID02711","ISIN1100","3339","CUS1010"
"ID02712","ISIN1076","2681","CUS1065"
"ID02713","ISIN1112","9498","CUS1061"
"ID02714","ISIN1138","7637","CUS1126"
"ID02715","ISIN1068","8662","CUS1235"
"ID02716","ISIN1039","5853","CUS1156"
"ID02717","ISIN1107","9988","CUS1009"
"ID02718","ISIN1097","2092","CUS1020"
"ID02719","ISIN1091","2692","CUS1454"
"ID02720","ISIN1066","1518","CUS1410"
"ID02721","ISIN1004","5619","CUS1062"
"ID02722","ISIN1134","7657","CUS1034"
"ID02723","ISIN1030","2608","CUS1238"
"ID02724","ISIN1137","4873","CUS1059"
"ID02725","ISIN1094","7013","CUS1260"
"ID02726","ISIN1133","8138","CUS1360"
"ID02727","ISIN1022","7950","CUS1277"
"ID02728","ISIN1062","1883","CUS1314"
"ID02729","ISIN1021","5486","CUS1116"
"ID02730","ISIN1141","9907","CUS1242"
"ID02731","ISIN1095","5603","CUS1110"
"ID02732","ISIN1136","4581","CUS1124"
"ID02733","ISIN1085","2289","CUS1064"
"ID02734","ISIN1062","4648","CUS1149"
"ID02735","ISIN1006","6535","CUS1025"
"ID02736","ISIN1118","5957","CUS1419"
"ID02737","ISIN1081","4504","CUS1088"
"ID02738","ISIN1099","8190","CUS1319"
"ID02739","ISIN1001","3984","CUS1129"
"ID02740","ISIN1019","7448","CUS1103"
"ID02741","ISIN1045","9198","CUS1303"
"ID02742","ISIN1129","9978","CUS1082"
"ID02743","ISIN1019","2354","CUS1166"
"ID02744","ISIN1121","5252","CUS1353"
"ID02745","ISIN1030","6551","CUS1417"
"ID02746","ISIN1141","9264","CUS1111"
"ID02747","ISIN1092","8930","CUS1104"
"ID02748","ISIN1122","1591","CUS1034"
"ID02749","ISIN1031","6565","CUS1497"
"ID02750","ISIN1149","1582","CUS1343"
"ID02751","ISIN1108","6744","CUS1122"
"ID02752","ISIN1003","6507","CUS1173"
"ID02753","ISIN1132","5748","CUS1252"
"ID02754","ISIN1126","9741","CUS1410"
"ID02755","ISIN1011","4506","CUS1229"
"ID02756","ISIN1140","1803","CUS1064"
"ID02757","ISIN1031","1774","CUS1091"
"ID02758","ISIN1005","1266","CUS1363"
"ID02759","ISIN1065","9391","CUS1397"
"ID02760","ISIN1045","5459","CUS1483"
"ID02761","ISIN1066","5574","CUS1105"
"ID02762","ISIN1125","5078","CUS1393"
"ID02763","ISIN1037","9753","CUS1315"
"ID02764","ISIN1011","8985","CUS1038"
"ID02765","ISIN1119","4592","CUS1302"
"ID02766","ISIN1086","8075","CUS1060"
"ID02767","ISIN1093","4411","CUS1123"
"ID02768","ISIN1072","3133","CUS1406"
"ID02769","ISIN1028","7124","CUS1355"
"ID02770","ISIN1061","4317","CUS1292"
"ID02771","ISIN1109","7115","CUS1269"
"ID02772","ISIN1117","1734","CUS1056"
"ID02773","ISIN1121","6594","CUS1422"
"ID02774","ISIN1036","5614","CUS1075"
"ID02775","ISIN1095","5036","CUS1497"
"ID02776","ISIN1004","8474","CUS1198"
"ID02777","ISIN1142","8488","CUS1125"
"ID02778","ISIN1077","8495","CUS1349"
"ID02779","ISIN1096","4814","CUS1371"
"ID02780","ISIN1128","4063","CUS1354"
"ID02781","ISIN1026","9322","CUS1162"
"ID02782","ISIN1109","2848","CUS1121"
"ID02783","ISIN1124","9610","CUS1169"
"ID02784","ISIN1035","9442","CUS1399"
"ID02785","ISIN1030","5534","CUS1138"
"ID02786","ISIN1042","2898","CUS1253"
"ID02787","ISIN1068","7956","CUS1473"
"ID02788","ISIN1054","5463","CUS1497"
"ID02789","ISIN1127","2569","CUS1203"
"ID02790","ISIN1120","6657","CUS1213"
"ID02791","ISIN1138","9843","CUS1325"
"ID02792","ISIN1096","4932","CUS1075"
"ID02793","ISIN1119","4605","CUS1277"
"ID02794","ISIN1009","6567","CUS1381"
"ID02795","ISIN1116","8482","CUS1399"
"ID02796","ISIN1015","6819","CUS1461"
"ID02797","ISIN1080","3428","CUS1237"
"ID02798","ISIN1046","6712","CUS1156"
"ID02799","ISIN1003","8530","CUS1257"
"ID02800","ISIN1136","3108","CUS1311"
"ID02801","ISIN1099","5879","CUS1231"
"ID02802","ISIN1117","8732","CUS1284"
"ID02803","ISIN1059","7259","CUS1449"
"ID02804","ISIN1123","8881","CUS1349"
"ID02805","ISIN1018","7971","CUS1467"
"ID02806","ISIN1068","1443","CUS1296"
"ID02807","ISIN1097","7164","CUS1425"
"ID02808","ISIN1033","2016","CUS1228"
"ID02809","ISIN1126","8421","CUS1220"
"ID02810","ISIN1139","2084","CUS1486"
"ID02811","ISIN1028","2902","CUS1017"
"ID02812","ISIN1084","5294","CUS1076"
"ID02813","ISIN1105","6724","CUS1075"
"ID02814","ISIN1112","6169","CUS1163"
"ID02815","ISIN1053","7165","CUS1048"
"ID02816","ISIN1001","6580","CUS1459"
"ID02817","ISIN1112","9169","CUS1393"
"ID02818","ISIN1138","1067","CUS1288"
"ID02819","ISIN1075","1141","CUS1483"
"ID02820","ISIN1121","8405","CUS1009"
"ID02821","ISIN1105","1311","CUS1374"
"ID02822","ISIN1062","4641","CUS1268"
"ID02823","ISIN1138","7660","CUS1480"
"ID02824","ISIN1074","3335","CUS1096"
"ID02825","ISIN1034","6387","CUS1165"
"ID02826","ISIN1086","7590","CUS1397"
